id,Opening_code,opening_name,Opening_moves
eIWEORiw,A41,Queen's Pawn,2
NZwkQOVV,C41,Philidor Defense #2,4
xsXmPQhu,C41,Philidor Defense #3,5
f5se4TkA,D00,Queen's Pawn Game: Mason Attack,3
t5Rf0vhm,C68,Ruy Lopez: Exchange Variation,7
6ry8ntqL,C00,French Defense: Knight Variation,3
mo7ZHEUb,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
jT2e4Vrh,B20,Sicilian Defense: Kronberger Variation,3
ujoTdSl6,B07,King's Pawn Game: Maroczy Defense,4
cz3oww3N,D02,Queen's Pawn Game: Chigorin Variation,4
JfPNpTjQ,A00,Hungarian Opening,1
Wf6GPzeL,C27,Vienna Game,3
w0I8H1Ac,B00,Nimzowitsch Defense |  Declined Variation,3
pLBznSng,C44,Scotch Game,5
HTRIp02Y,C46,Four Knights Game,6
SFqSErkT,A40,Englund Gambit Declined |  Reversed Alekhine,3
RIf8NTSB,D00,Queen's Pawn Game: Steinitz Countergambit,4
NkKoPZ8J,C21,Center Game #2,3
1xaud9pS,D35,Queen's Gambit Declined: Normal Defense,6
qcBHw6FP,C50,Italian Game,5
1i3ANZYN,A00,Van't Kruijs Opening,1
0NodlS1x,C01,French Defense: Mediterranean Defense,4
5sHsjTd8,C53,Italian Game: Classical Variation |  Greco Gambit,12
Wg7MuSLY,B19,Caro-Kann Defense: Classical |  7...Nd7,14
DDc3xk1r,D50,Queen's Gambit Declined: Modern Variation,7
m07bQT3H,A36,English Opening: Symmetrical Variation |  Symmetrical Variation,8
FFjDfpHq,C00,French Defense: Wing Gambit,7
SAjjgOrb,A43,Benoni Defense: Benoni-Indian Defense,4
KRd0phjX,D10,Slav Defense: Exchange Variation,5
jR6WunAC,C00,French Defense: King's Indian Attack,3
4JvEqIHi,B50,Sicilian Defense: Wing Gambit |  Deferred Variation,5
ZWhR7KAf,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
Np2HKyzJ,A85,Dutch Defense: Queen's Knight Variation,5
yBlGMtoq,C06,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,15
qr1Os4oU,A85,Dutch Defense: Queen's Knight Variation,5
ESHxteJ9,A43,Old Benoni Defense,2
Xvmmwvb6,B13,Caro-Kann Defense: Panov Attack #2,7
0iO6XzA0,C89,Ruy Lopez: Marshall Attack |  Modern Variation,22
sb7psqf5,B13,Caro-Kann Defense: Exchange Variation,5
vr390nQm,C62,Ruy Lopez: Steinitz Defense,6
JDtzgTIh,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
Yamx0XFI,C53,Italian Game: Classical Variation |  Albin Gambit,9
JLiioNw0,B35,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,14
mEZ6kPsZ,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
M6RK9cet,C02,French Defense: Advance |  Steinitz Variation,7
ME4Pgou5,B32,Sicilian Defense: Loewenthal Variation,8
3kDAbHmV,B12,Caro-Kann Defense: Maroczy Variation,5
FTRJlED6,D50,Queen's Gambit Declined: Modern Variation,7
euio1Qsw,D02,Queen's Pawn Game: Zukertort Variation,3
UkQ8ux6J,B40,Sicilian Defense: Marshall Counterattack,6
mxY3wUgH,D86,Gruenfeld Defense: Exchange Variation |  Classical Variation,13
wzS0fTxj,C78,Ruy Lopez: Morphy Defense,9
na7JYKSm,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
uWZ25miV,D35,Queen's Gambit Declined: Exchange Variation,7
pvqLRAqH,B32,Sicilian Defense: Franco-Sicilian Variation,6
FyqAxFVs,B20,Sicilian Defense: Bowdler Attack,3
SeX4ElMB,A85,Dutch Defense: Queen's Knight Variation,5
QqfswHLn,B32,Sicilian Defense: Franco-Sicilian Variation,6
dkxnzHaF,C42,Russian Game: Damiano Variation,6
JLDAxqct,D00,Queen's Pawn Game #2,3
z0FEKvYu,C50,Italian Game,5
ICR8stR3,C22,Center Game: Paulsen Attack Variation,7
ZXoWp4yh,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
7N4m1Wfd,C68,Ruy Lopez: Exchange Variation |  Keres Variation,9
iOTNW21q,C42,Petrov's Defense #4,7
q8s8EaeD,C33,King's Gambit Accepted |  Bishop's Gambit,5
JBK3M8PP,C48,Four Knights Game: Spanish Variation,7
GvZJduMP,C50,Giuoco Piano,6
ATeRTEGm,C50,Four Knights Game: Italian Variation,8
QLrxgtVJ,C44,King's Pawn Game: Tayler Opening,5
uJLmuxML,A00,Van't Kruijs Opening,1
MU3gkeYa,C20,King's Pawn Game: Leonardis Variation,3
f5Lco1kF,C62,Ruy Lopez: Steinitz Defense,6
qeNryRmX,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
Gj6nwBC9,B12,Slav Defense: Diemer Gambit,5
CZU6NI3l,B57,Sicilian Defense: Modern Variations |  Main Line,8
seslwxeS,C50,Italian Game: Hungarian Defense,6
GF6Akobh,C68,Ruy Lopez: Exchange Variation,7
Y6OiHWWo,C50,Italian Game,5
4MRUHgiy,C55,Italian Game: Two Knights Defense |  Max Lange Attack,11
OpCxvDp1,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
XizCcEC7,C44,Scotch Game: Scotch Gambit |  Sarratt Variation,9
ziqOfBhp,C23,Bishop's Opening: Calabrese Countergambit,4
ADZZxXdz,C42,Petrov's Defense,4
gea9KBsQ,C20,King's Pawn Game: Leonardis Variation,3
zXmVhTXm,C20,King's Pawn Game: Leonardis Variation,3
bXHk9Onp,C55,Italian Game: Anti-Fried Liver Defense,6
kuUD842n,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
yhsY0tu3,B06,Modern Defense: Three Pawns Attack,5
r7TXXtvz,A28,English Opening: Four Knights System |  Nimzowitsch Variation,7
guD5w6ja,B30,Sicilian Defense: Old Sicilian,4
kr3BwKpv,B30,Sicilian Defense: Old Sicilian,4
dhiBmU4u,B20,Sicilian Defense: Lasker-Dunne Attack,3
16g3zRMn,B32,Sicilian Defense: Open #3,7
2dzDMQAo,B23,Sicilian Defense: Grand Prix Attack,5
WKcZI6rI,B46,Sicilian Defense: Paulsen Variation,10
sVAalAIe,B23,Sicilian Defense: Closed,4
jN7S30Qz,B32,Sicilian Defense: Loewenthal Variation,8
vo1wAkhf,C55,Italian Game: Scotch Gambit Declined,8
KnkPcCyI,C55,Italian Game: Anti-Fried Liver Defense,6
wmNsOkUa,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
O4vS4may,C41,Philidor Defense #3,5
tHOyp1SN,C41,Philidor Defense #4,6
480QON50,C00,French Defense: Normal Variation,3
Z22znOmX,A02,Bird Opening,1
FhoiLqdU,B44,Sicilian Defense: Paulsen Variation |  Szen Variation,9
r3JGOUHc,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,6
Hp5D7fHr,C54,Italian Game: Giuoco Piano |  Greco's Attack,13
upH2jwd5,B44,Sicilian Defense: Paulsen Variation |  Szen Variation,9
AxcGq2dV,D05,Colle System,6
I4e6YeNP,B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,5
RYJpHPwq,C53,Italian Game: Classical Variation #2,7
CWVi4rQG,B02,Alekhine Defense: Scandinavian Variation,4
2u47s0pe,B20,Sicilian Defense: Bowdler Attack,3
XEuVpmdF,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
wT03Nbwu,C11,French Defense: Classical Variation |  Steinitz Variation,7
l6X4Y3DU,B07,King's Pawn Game: Maroczy Defense,4
sZ5gcGOJ,A00,Van't Kruijs Opening,1
Hh2c0z5e,A00,Van't Kruijs Opening,1
FZMIwfxZ,A00,Van't Kruijs Opening,1
l5JIATAg,A00,Van't Kruijs Opening,1
a6ywKNt0,A00,Van't Kruijs Opening,1
jGiADcVr,A00,Van't Kruijs Opening,1
uFsw64hz,A00,Van't Kruijs Opening,1
ZxR7P3V2,A00,Van't Kruijs Opening,1
qFqyG001,A00,Van't Kruijs Opening,1
1EbCHVeX,A00,Van't Kruijs Opening,1
loe8s1l2,A00,Van't Kruijs Opening,1
A4KSrPmU,A00,Gedult's Opening,1
CT49XZGj,A00,Van't Kruijs Opening,1
guMtLFyZ,A00,Mieses Opening,1
PBVbCIlv,A00,Van't Kruijs Opening,1
wRWbOy4f,A00,Gedult's Opening,1
MpcX0hmb,A00,Van't Kruijs Opening,1
VNvBjjak,A00,Van't Kruijs Opening,1
Y4yXnzq4,C20,King's Pawn Game: Leonardis Variation,3
1JMkyx4i,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
HOezQYnp,A00,Van't Kruijs Opening,1
8M8xBvfQ,A00,Van't Kruijs Opening,1
SqD9TFC0,A00,Van't Kruijs Opening,1
nqodNVPx,A00,Van't Kruijs Opening,1
AmZUX1SA,A00,Van't Kruijs Opening,1
4ivOJPLL,A00,Van't Kruijs Opening,1
8ThoLJ12,A00,Van't Kruijs Opening,1
N1YBksgN,A00,Gedult's Opening,1
OkvFM9sn,A00,Van't Kruijs Opening,1
VeoVy69C,A00,Van't Kruijs Opening,1
L8rT159b,A00,Van't Kruijs Opening,1
OFZg5RCp,A00,Van't Kruijs Opening,1
fNxYEQsq,A00,Van't Kruijs Opening,1
jtZZaI0n,A00,Van't Kruijs Opening,1
bSBLTFpo,C00,French Defense: King's Indian Attack,3
6A0z1jzD,C20,King's Pawn Game: Leonardis Variation,3
DJMxyZQG,A00,Van't Kruijs Opening,1
e9Wm5XV6,A00,Van't Kruijs Opening,1
b0hLNIKL,A00,Van't Kruijs Opening,1
Thy3TlFa,A00,Van't Kruijs Opening,1
0RKbCNnj,A00,Van't Kruijs Opening,1
lBizRfBO,C20,King's Pawn Game: Leonardis Variation,3
COtpCwpi,A00,Van't Kruijs Opening,1
NhZJn0HM,A00,Van't Kruijs Opening,1
qiGaqBlO,A00,Van't Kruijs Opening,1
kGageujr,A00,Van't Kruijs Opening,1
JWNrYTGA,A00,Van't Kruijs Opening,1
cJN76FsO,A00,Van't Kruijs Opening,1
ULhzYK3f,A00,Van't Kruijs Opening,1
HY6Nkd7w,B09,Pirc Defense: Austrian Attack |  Weiss Variation,11
val09fvD,B20,Sicilian Defense: Bowdler Attack,3
ByDSGOWb,B20,Sicilian Defense: Staunton-Cochrane Variation,3
LpbgsfzI,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
DuYA61BG,A10,English Opening: Great Snake Variation,2
B4Q79brn,C10,French Defense: Paulsen Variation,5
byX7OswF,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
ux323MzW,B94,Sicilian Defense: Najdorf Variation,11
f97QLWw7,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,20
t8xmlI4w,B19,Caro-Kann Defense: Classical |  Spassky Variation,15
rarnWCgq,D78,Neo-Gruenfeld Defense: Classical Variation |  Polgar Variation,12
q1EG1OqB,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
3hQiLQ2s,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,20
RJcaKGuq,D11,Slav Defense: Bonet Gambit,7
m1USMFBS,D13,Slav Defense: Exchange Variation,8
B6TGTExW,B48,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,11
U9FokBKx,B94,Sicilian Defense: Najdorf Variation,11
ZAjw56B9,A45,Indian Game,2
wfZTFJkN,A03,Bird Opening: Dutch Variation,2
drcUwBGF,C14,French Defense: Classical Variation |  Alapin Variation,13
gONOwpjH,B00,Nimzowitsch Defense |  Declined Variation,3
5Ze4uWGf,A00,Van't Kruijs Opening,1
gAF3FlVM,B20,Sicilian Defense: Bowdler Attack,3
vKmpjdnd,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,7
ZZdvPTyL,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
vF1z1RsG,C02,French Defense: Advance Variation #3,5
LvprtBNp,C20,English Opening: The Whale,3
PcvqJI2U,C02,French Defense: Advance Variation #3,5
o1ZRyQP3,D10,Slav Defense,4
TGFaDQzC,C20,English Opening: The Whale,3
tr0pUstd,B07,King's Pawn Game: Maroczy Defense,4
bZhk7VxT,B01,Scandinavian Defense,2
utif1iXA,C00,French Defense: Knight Variation,3
P817jqT2,B28,Sicilian Defense: O'Kelly Variation |  Yerevan System,5
tPIQvn20,A40,Horwitz Defense,2
zip27dic,B06,Modern Defense,2
bcI9UDKS,C02,French Defense: Advance Variation #3,5
CVqwFMJp,B10,Caro-Kann Defense: Breyer Variation,3
8VKdIsdE,C00,French Defense #2,2
B9SOnytS,C20,King's Pawn Game: Leonardis Variation,3
ZUVuvGQx,C00,French Defense #2,2
unSkEjUP,C02,French Defense: Advance Variation #3,5
96bZWSOw,B10,Caro-Kann Defense: Breyer Variation,3
yihwcLmQ,C44,King's Knight Opening: Konstantinopolsky,5
p9Oedwqp,C01,French Defense: Exchange Variation,5
OMAJgxtV,B10,Caro-Kann Defense,2
M4DXdkSx,E00,Indian Game: East Indian Defense,4
rPlwl336,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
9YNAM9lR,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
yFiZ7JpL,C15,French Defense: Winawer Variation,6
46w97kSa,B21,Sicilian Defense: Smith-Morra Gambit #2,3
ogyEjDbp,C42,Russian Game: Urusov Gambit,5
y4u2jAkm,B08,Pirc Defense: Classical Variation,8
yU6b8opf,D30,Queen's Gambit Declined: Traditional Variation,7
cLPw8kPT,B21,Sicilian Defense: McDonnell Attack,3
MiQIBk76,C10,French Defense: Rubinstein Variation,6
wRReUrfh,C62,Ruy Lopez: Steinitz Defense,6
ezn99hc6,E20,Nimzo-Indian Defense,6
NuCOg2iT,B20,Sicilian Defense: Bowdler Attack,3
GbWyAZdj,A10,English Opening,1
b46J9zEQ,D36,Queen's Gambit Declined: Exchange Variation |  Reshevsky Variation,11
JRpms95z,A30,English Opening: Symmetrical Variation,2
kprmKNXG,B62,Sicilian Defense: Richter-Rauzer Variation |  Vitolins Variation,13
wvPVI3Xo,A04,Zukertort Opening: Slav Invitation,2
1mrRw76x,B56,Sicilian Defense: Classical Variation,10
JhTpZuIK,D76,Neo-Gruenfeld Defense: Delayed Exchange Variation,14
kJXLVRli,B50,Sicilian Defense,4
7NlYZjQh,B56,Sicilian Defense: Classical Variation,10
seWRXU9Y,B10,Caro-Kann Defense,2
5Mfrkr6A,B01,Scandinavian Defense: Main Line |  Mieses Variation,8
kRRPNHF1,D00,Queen's Pawn Game,2
jrNRaCQd,C40,Elephant Gambit: Paulsen Countergambit,6
3aB5ZEok,A00,Mieses Opening,1
YlQG1ybo,D25,Queen's Gambit Accepted: Normal Variation,7
reTghG7u,A46,Indian Game: Spielmann-Indian,4
BB9BM0qq,A04,Zukertort Opening: Black Mustang Defense,2
39MQzlta,D15,Slav Defense: Two Knights Attack,8
Bj28IBDH,B21,Sicilian Defense: McDonnell Attack,3
1zf3E5Qv,C45,Scotch Game,7
EZwBo2CM,B02,Alekhine Defense: Scandinavian Variation,4
h2lvMMdk,B02,Alekhine Defense: Scandinavian Variation,4
QeczVYS5,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7
c3nGa1z7,D00,Queen's Pawn Game #2,3
vPNbwJZr,A08,King's Indian Attack,4
6JVTSSMV,B02,Alekhine Defense: Two Pawn Attack,5
KJnuRHSp,B01,Scandinavian Defense: Main Line,6
AFfIoodW,B00,Owen Defense,2
6pANn05J,A04,Zukertort Opening: Slav Invitation,2
w2mI7zeJ,E34,Nimzo-Indian Defense: Classical Variation |  Noa Variation,8
CjnJA5t6,A57,Benko Gambit,6
hnKzGwjc,D06,Queen's Gambit Refused: Marshall Defense,4
vxGvjkDU,C00,French Defense: La Bourdonnais Variation,3
1TsWfytS,A00,Van't Kruijs Opening,1
Ed3Qd4iE,B20,Sicilian Defense: Bowdler Attack,3
bNS5TNSG,B40,Sicilian Defense: French Variation,4
cANR872D,B80,Sicilian Defense: Scheveningen Variation,10
8ymlWbZW,A00,Van't Kruijs Opening,1
oA1HWOxL,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
TkhdzMRq,A40,Horwitz Defense,2
WFFrvFO5,A00,Van't Kruijs Opening,1
t44MS6ER,C00,French Defense #2,2
fdGeq59t,C00,Rat Defense: Small Center Defense,4
Ap40le6f,C00,French Defense: Steinitz Attack,3
3FJQeuvq,A00,Van't Kruijs Opening,1
kf29cjt3,A00,Van't Kruijs Opening,1
daNnZ1bG,A00,Van't Kruijs Opening,1
IMGVqSAp,C00,French Defense: La Bourdonnais Variation,3
16ihgTNN,C01,French Defense: Mediterranean Defense,4
XuBCPbmP,A00,Van't Kruijs Opening,1
juZKdums,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
rmh7njTT,A00,Van't Kruijs Opening,1
tf20iKzL,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
lzXR3how,C60,Ruy Lopez: Cozio Defense,6
wkSVjBqB,A00,Van't Kruijs Opening,1
qIRVxdSv,A00,Van't Kruijs Opening,1
zOQ7IqSw,C00,French Defense: Steinitz Attack,3
EBWdJxbH,A00,Van't Kruijs Opening,1
r0KurW3d,C00,French Defense: Normal Variation,3
OpvVT9RE,A00,Van't Kruijs Opening,1
4ydv34Fc,A40,Horwitz Defense,2
LkCrXLO7,C00,French Defense: Queen's Knight,3
hoYN1qZw,C00,French Defense: Knight Variation,3
VrrG44Jg,C00,French Defense: Knight Variation,3
ZXduU8eq,C01,French Defense: Mediterranean Defense,4
AwJqyrLA,A00,Van't Kruijs Opening,1
jGZp1gDs,A00,Van't Kruijs Opening,1
LYE0opO1,D00,Queen's Pawn Game #2,3
rfZGjL8k,D00,Queen's Pawn Game #3,4
cX2O7LDZ,A10,English Opening: Anglo-Scandinavian Defense,2
M42PyPoa,C00,French Defense #2,2
X5FUAFqU,D00,Queen's Pawn Game #3,4
qXq417tc,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
ISKDhjhy,D00,Queen's Pawn Game: Stonewall Attack,5
zZ3JeJSz,B02,Alekhine Defense: John Tracy Gambit,3
LtgY52eZ,A00,Grob Opening,1
c0OR5cUH,A04,Zukertort Opening: Pirc Invitation,2
IFXc12eJ,D00,Queen's Pawn Game #2,3
wrUGowWQ,B40,Sicilian Defense: French Variation,4
nHSnrCha,A00,Anderssen Opening,1
yzJrB5Ws,A00,Anderssen Opening,1
OhQSh8yv,A00,Anderssen Opening,1
YkmRYw0j,B00,King's Pawn Game: Nimzowitsch Defense,3
1DngyzrL,D45,Semi-Slav Defense: Main Line,9
8K4BUCPt,A00,Anderssen Opening,1
bBHNIBpW,A45,Indian Game,2
en27g30Z,A49,East Indian Defense,4
hKwPj8Go,B08,Pirc Defense: Classical Variation,8
tlZuMvg7,B23,Sicilian Defense: Closed Variation,3
ZMcxzky3,C40,King's Knight Opening,3
lZNFIJ2u,C34,King's Gambit Accepted |  Schallopp Defense,6
KN2nh52B,B07,Pirc Defense #4,2
vmnq5ucy,C42,Russian Game: Damiano Variation,6
SUKmDczG,B13,Caro-Kann Defense: Panov Attack #2,7
JuAw8hpr,B21,Sicilian Defense: Smith-Morra Gambit #2,3
kYrQeky3,C55,Italian Game: Anti-Fried Liver Defense,6
XIzN1lJL,B07,Pirc Defense #4,2
jYDlqTmQ,B07,Pirc Defense #4,2
nwzblVm6,B08,Pirc Defense: Classical Variation |  Quiet System |  Chigorin Line,12
uvH5arXE,B07,Pirc Defense,4
HCpFfiVF,C60,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted,7
9Ir0slQt,A48,Torre Attack,5
4kihBn2a,B08,Pirc Defense: Classical Variation |  Quiet System,9
nXVDNcv0,B21,Sicilian Defense: Smith-Morra Gambit,5
rwgwZFR8,B08,Pirc Defense: Classical Variation,8
XbnENlTy,E87,King's Indian Defense: Saemisch Variation |  Closed Variation,13
mYk8sfgo,C02,French Defense: Advance Variation |  Paulsen Attack,9
RwVGnQ8D,A45,Indian Game,2
d13K0mQT,A41,Queen's Pawn,2
hKZXbiBM,D00,Queen's Pawn Game,2
5EkqyPdN,C00,Rat Defense: Small Center Defense,4
MvGN6QUO,A00,Mieses Opening,1
lOMR6Q2s,A40,Horwitz Defense,2
r9Ak7YtW,C44,Scotch Game,5
8VfmTTJV,A00,Mieses Opening: Reversed Rat,2
guYJo9cO,D00,Queen's Pawn Game,2
1FhMtftj,C20,King's Pawn Game: King's Head Opening #2,3
k8u4SC3k,C00,Rat Defense: Small Center Defense,4
tlgtUT1X,C00,Rat Defense: Small Center Defense,4
VUU4p9h6,A00,Mieses Opening,1
6gcZ6qX7,A43,Old Benoni Defense,2
RqJzPGA5,A00,Mieses Opening,1
iO9kF8tj,C41,Philidor Defense: Hanham Variation,6
gbgnjbNI,A00,Hungarian Opening,1
ZtVuFECP,D00,Queen's Pawn Game #2,3
FybMg6Rv,A00,Mieses Opening: Reversed Rat,2
nhq9awB5,C20,King's Pawn Game: Wayward Queen Attack,3
38ykyCNO,D00,Queen's Pawn Game #3,4
lnvGsZGT,A50,Indian Game: Normal Variation,3
BiM9Wrvr,D00,Queen's Pawn Game,2
MMELMVEy,B07,Pirc Defense #4,2
IFanZ6Do,A00,Mieses Opening,1
mv5f8CLk,A40,Englund Gambit,2
MOgMOpDe,C00,French Defense #2,2
tFagRWln,A00,Mieses Opening,1
mbKyVXW4,C42,Petrov's Defense,4
IARFuAEL,C40,King's Knight Opening,3
LcKbtZKS,A45,Indian Game,2
7QrdnbRb,A00,Mieses Opening: Reversed Rat,2
WxJk6v8Q,A40,Horwitz Defense,2
VESb9awj,C00,French Defense: Knight Variation,3
mjGbn6SI,A00,Mieses Opening,1
Wzrfe18O,A41,Queen's Pawn,2
JI6g3u6f,A00,Mieses Opening: Reversed Rat,2
vJP9nxFp,C20,King's Pawn Game: Tortoise Opening,3
pd12w5Nq,C40,King's Knight Opening,3
sBSbYjw9,D00,Queen's Pawn Game,2
RyKNLjnK,A01,Nimzo-Larsen Attack,1
6gmLg92l,C42,Russian Game: Classical Attack,9
Qcr0AOQy,C42,Russian Game: Nimzowitsch Attack,9
V68ZcPmq,C42,Russian Game: Classical Attack |  Chigorin Variation,15
XyO8v4NC,A08,King's Indian Attack,4
tcA7OEpW,C42,Russian Game: Nimzowitsch Attack,9
y2lwJOkK,C42,Russian Game: Three Knights Game,5
YHbKnIMn,A00,Van't Kruijs Opening,1
uqq57W3V,A00,Van't Kruijs Opening,1
eBRGiAzm,C46,Three Knights Opening,5
VjoCeF7u,B13,Caro-Kann Defense: Exchange Variation,5
2ZN3l5z4,C44,King's Pawn Game: Tayler Opening,5
bK1u2wYn,C46,Three Knights Opening,5
PgCQgXoQ,A07,King's Indian Attack,3
6EkLMmU5,C41,Philidor Defense #2,4
Q5FXOu1K,D15,Slav Defense: Three Knights Variation,7
BPg0pKCL,C46,Four Knights Game,6
09fzI0ta,D30,Queen's Gambit Declined,4
l6ld8oKZ,D00,Blackmar-Diemer Gambit,3
NSklHTPJ,C50,Italian Game: Giuoco Pianissimo,7
n2xDm4uq,B50,Sicilian Defense,4
5iRRxP6f,B02,Alekhine Defense: Maroczy Variation,3
GWyebKUp,B10,Caro-Kann Defense: Breyer Variation,3
UAyNP5uD,D01,Queen's Pawn Game: Chigorin Variation,4
FUtKNNSf,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
0vSN6TVh,C41,Philidor Defense #2,4
TJeQKTDp,C41,Philidor Defense #2,4
z8ilhy4G,B25,Sicilian Defense: Closed Variation |  Traditional,4
JVV78yDG,B15,Caro-Kann Defense: Tartakower Variation,10
ZOQ2DVKU,C41,Philidor Defense #2,4
V5qVe62M,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
SFhda91Z,B17,Caro-Kann Defense: Karpov Variation,8
nSvKFzXI,C41,Philidor Defense #2,4
Wk7jfbfU,B50,Sicilian Defense,4
dVmZHywv,C41,Philidor Defense #2,4
nKlIr6Zd,D35,Queen's Gambit Declined: Normal Defense,6
CqTeVNC1,D31,Queen's Gambit Declined: Queen's Knight Variation,5
YgTzTknz,C46,Three Knights Opening: Steinitz Defense,6
t4d1mz2n,B10,Caro-Kann Defense,2
lNZODk1a,A00,Hungarian Opening,1
FGogIXAR,D02,Queen's Pawn Game: Chigorin Variation,4
RDUdF9Ne,C55,Italian Game: Anti-Fried Liver Defense,6
bUpDYr3A,A01,Nimzo-Larsen Attack: Modern Variation #4,5
kEdeBBCe,D00,Blackmar-Diemer Gambit Declined |  Lamb Defense,8
ms8TPJJk,C41,Philidor Defense #2,4
PkFDxJbI,C41,Philidor Defense #2,4
JeCmpjII,C41,Philidor Defense #2,4
FULn62Wp,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
cnd2Xdbj,C44,Ponziani Opening: Jaenisch Counterattack,6
jDBTE5oq,C55,Italian Game: Anti-Fried Liver Defense,6
Yu7Vd6jJ,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
9bMxRXSp,C34,King's Gambit Accepted |  MacLeod Defense,6
2uJr59Yp,C41,Philidor Defense #2,4
7ryxiVbT,C20,King's Pawn Game: Leonardis Variation,3
poPPti6P,C23,Bishop's Opening,3
6MNtakFw,C20,King's Pawn Game: Macleod Attack,3
AiPXVhdm,C60,Ruy Lopez,5
Rz20eEWW,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,6
IjjIfviR,D00,Queen's Pawn Game #2,3
e99Zvuey,C60,Ruy Lopez,5
dc2KJCrf,A45,Indian Game,2
nYDvnb2F,C45,Scotch Game,7
xtHtOgFj,C40,King's Pawn Game: Damiano Defense,4
2O8oQ5Go,D02,Queen's Pawn Game: Symmetrical Variation,4
n8KxiJs5,C42,Russian Game: Damiano Variation,6
iezbTcPh,C46,Four Knights Game: Gunsberg Variation,7
NEhWJXKW,C42,Russian Game: Urusov Gambit,5
97n4wfCy,C20,King's Pawn Game: Wayward Queen Attack,3
lsHOzSB0,C23,Bishop's Opening,3
pXr0sgh6,C44,King's Knight Opening: Normal Variation,4
A79I5Quw,C41,Philidor Defense #2,4
2DcipCKb,C42,Russian Game: Damiano Variation,6
7q3XYUnj,C41,Philidor Defense #2,4
wKuJGKL4,C23,Bishop's Opening: Khan Gambit,4
HaMYQPRv,C00,French Defense #2,2
e0GriaVT,E01,Catalan Opening: Closed Variation,7
ShWR98gz,C02,French Defense: Advance Variation |  Paulsen Attack,9
F4vARcWZ,C04,French Defense: Tarrasch Variation |  Guimard Defense |  Main Line,8
TVqMeIID,C04,French Defense: Tarrasch Variation |  Guimard Defense |  Main Line,8
0gEjhTJc,D00,Queen's Pawn Game #3,4
myDymqFi,D30,Queen's Gambit Declined,4
Im7hTETj,D00,Blackmar-Diemer Gambit: von Popiel Gambit,7
qNaMgMIU,C01,French Defense: Exchange Variation,5
voanCJ3I,B21,Sicilian Defense: Smith-Morra Gambit,5
63FPa1ZK,D02,Queen's Gambit Refused: Baltic Defense,4
yydbFYAQ,B00,Owen Defense,2
KOAX0ZFE,A01,Nimzo-Larsen Attack: Indian Variation,2
