id,increment_code,Start_on,End_on
MNM33IdW,10+0,1503845363526.0,1503846569537.0
MqOhP9JT,10+0,1503778137487.0,1503779200539.0
sU0PS0Um,10+0,1503754488926.0,1503755556842.0
rtHn8YWk,10+0,1503753556227.0,1503754429589.0
9oanjCLv,10+0,1503753141491.0,1503753540919.0
tgrHrIij,10+0,1503752048707.0,1503753011833.0
e5kmFJg4,10+0,1503751084276.0,1503752027402.0
oIxiCRze,10+0,1503750053415.0,1503751046526.0
dhiViawN,10+0,1503749318122.0,1503750020738.0
gxzn5ILf,10+0,1503252795502.0,1503253729414.0
oYiejKXW,10+0,1503057363001.0,1503058067089.0
gHqdbY0s,10+0,1502282343635.0,1502282794188.0
u6ntA5Mh,10+0,1502281274826.0,1502281747939.0
RDrXsTzA,10+0,1502205388867.0,1502206608045.0
EVmXJUBy,10+0,1502204735706.0,1502205333945.0
ZMwACxoj,10+0,1502204402410.0,1502204710265.0
9RI4ShpQ,10+0,1502198661919.0,1502198873328.0
1ThiZFTf,10+0,1502198053819.0,1502198593926.0
ezPxYgaR,10+0,1501848884464.0,1501849552806.0
v6nJBrSq,10+0,1501848398197.0,1501848827867.0
6XDlQZrr,10+0,1501847086443.0,1501848054241.0
cDlt1aBp,10+0,1501786405624.0,1501787275019.0
igbLsMGn,10+0,1501779651453.0,1501780328151.0
KQktpFGZ,10+0,1501779217280.0,1501779624287.0
krLty8qs,10+0,1501777089674.0,1501777789624.0
xd0IP5tx,10+0,1501776623128.0,1501777031492.0
iGsoPNTe,10+0,1501771871128.0,1501772089335.0
ni8NABL7,10+0,1501588551732.0,1501589747752.0
JQLpQTDO,10+0,1504297062392.0,1504297669974.0
jY6sMCjC,10+0,1504296583991.0,1504297007708.0
ziibDMiw,10+0,1504296082627.0,1504296539170.0
yhTvPoNi,10+0,1504295788663.0,1504296052712.0
A7mg738l,10+0,1504295249156.0,1504295736198.0
LrsofoFD,10+0,1504295124241.0,1504295219898.0
pxuH7FQb,10+0,1504294609213.0,1504295097095.0
q4mMxUH0,10+0,1504294159472.0,1504294539994.0
rJFUwUaf,10+0,1504293751448.0,1504294103595.0
Nho4dlOK,10+0,1504038409927.0,1504039072179.0
bjSdNozI,10+0,1504038362338.0,1504038389907.0
oq0d1ySj,10+0,1504037812371.0,1504038341727.0
pSNfutBI,10+0,1504035771852.0,1504036418906.0
Ddz9LtBp,10+0,1504034894917.0,1504035715182.0
6pMreZVx,10+0,1503954894660.0,1503955505109.0
gZnpsJAg,10+0,1503954725381.0,1503954859584.0
wEjz0UoU,10+0,1503954123426.0,1503954671038.0
xO0cXQFO,10+0,1503953378177.0,1503953676516.0
K3GDLV5U,45+10,1496646981511.0,1496647663997.0
SHzqcUTw,30+20,1496639753361.0,1496641704897.0
dKSH9sg9,25+0,1496584805283.0,1496585940038.0
Wy8A4a37,15+1,1496469007047.0,1496469714294.0
QoAuqUUI,40+10,1496410350537.0,1496415147445.0
IfQC0hNI,10+0,1493108287538.0,1493108956617.0
X0xuUQZp,10+15,1485414188377.0,1485415090551.0
vZuDXazd,13+15,1485413942361.0,1485414171752.0
aQiFITce,10+0,1485406151113.0,1485406715588.0
aKOMIc6y,10+0,1485405403197.0,1485406146526.0
etWaSyEG,4+6,1484364121368.0,1484365174793.0
VCvEs4nz,4+6,1484363390911.0,1484364119941.0
FMUTtWge,4+6,1484362847285.0,1484363348846.0
WKWLeQwa,4+6,1484358295844.0,1484359217217.0
oYRCJIcm,5+5,1484343060746.0,1484344068719.0
UXAiUqR2,10+0,1484342496512.0,1484343036160.0
5KXpQ8Eg,5+5,1484309567163.0,1484309990201.0
B9kL38Qx,5+5,1484308597149.0,1484309564610.0
cKOKXCNC,5+5,1484302630710.0,1484303403729.0
E1XAjGyK,5+5,1484293841222.0,1484301390129.0
YqRnZczd,5+5,1484293028609.0,1484293804009.0
FDx0SN5E,5+5,1484292915628.0,1484293009311.0
x5OHZ35E,5+5,1484292094397.0,1484292770225.0
YLEhbCoT,5+5,1484285161394.0,1484285910624.0
T2Mpjfid,5+5,1484284367194.0,1484285153526.0
HjDSboqR,5+5,1484284027015.0,1484284350668.0
vWa5z2QY,5+5,1484278587451.0,1484279407179.0
x0IFo09R,5+5,1484277593187.0,1484278545078.0
xqFuG8Lw,5+5,1484276759988.0,1484277511698.0
7enuHnjC,5+5,1484267812029.0,1484268223389.0
dLo0G4av,5+5,1484265967729.0,1484266737629.0
4XdGpCQS,5+5,1484265419890.0,1484265931830.0
WnFVWXmw,5+5,1484261109002.0,1484261555352.0
nwW5y3tk,5+5,1484257967867.0,1484258474515.0
pRCmqlXa,5+5,1484256662480.0,1484257964202.0
4S8krDaZ,5+5,1484253994573.0,1484254456941.0
LuvOHbrp,5+5,1484253029141.0,1484253932151.0
0QjmOW96,5+5,1484238402757.0,1484238769949.0
oNh8e6Ls,5+5,1484237348336.0,1484238355210.0
7eW2Ciud,5+5,1484177483213.0,1484177976784.0
PUWfN9Qt,5+5,1484170995263.0,1484171647751.0
0vRRV2Vg,5+5,1484128789315.0,1484129793454.0
7S6KCcMV,5+5,1484127243267.0,1484128262036.0
Tz9AkJQ3,10+0,1483995850820.0,1483996359730.0
0EEym5Qa,10+0,1483994770208.0,1483995216938.0
XaatUAZc,5+8,1483208543223.0,1483208845465.0
J4txJzvf,15+0,1483208065737.0,1483208474290.0
Rzr2xcbk,5+8,1483207462184.0,1483207598184.0
bF18yK0y,20+10,1483206422218.0,1483207245260.0
H4iU906s,5+5,1467809815201.0,1467810702881.0
uB75kISZ,20+6,1467809419710.0,1467809809432.0
xygPHGht,4+6,1467567367830.0,1467567951220.0
qxTSCLIs,10+0,1504109904657.0,1504110747205.0
oN7esjop,10+0,1504109060095.0,1504109611924.0
Y9birJ3b,10+0,1504098939577.0,1504099030105.0
eKXVWS3g,10+0,1500718982575.0,1500719737464.0
eDof16ST,10+0,1492215549850.0,1492216124848.0
2jo8ygKr,10+0,1490635847682.0,1490636292232.0
MI0d2gPF,10+0,1490365485435.0,1490366115565.0
iMpygYRt,10+0,1488499325154.0,1488499530406.0
K8yMGiaj,10+0,1486906945730.0,1486907528082.0
O83p3Nhd,10+0,1486305455930.0,1486305810841.0
RgK1qz6V,10+0,1486161580748.0,1486162367963.0
9jV1LfpO,10+0,1485249721835.0,1485250342020.0
Qs51sgU7,10+0,1485201323004.0,1485202308873.0
rxWA6QXa,10+0,1485094271120.0,1485094754482.0
BYNUDY9B,10+0,1485090793321.0,1485091900556.0
Hbgg1UAL,10+0,1484938519090.0,1484939620827.0
Niacx0jl,10+0,1484312764712.0,1484313408944.0
H0cTajpL,10+0,1484059481981.0,1484063085832.0
eTLKDYpr,10+0,1483817654459.0,1483818271514.0
cNLKsydT,10+0,1483285005707.0,1483285541200.0
XlKEAMQe,10+0,1504240360720.0,1504240810177.0
3m7ggMxg,10+0,1504240139488.0,1504240337321.0
dI6h38LB,10+0,1504239618636.0,1504240106240.0
d4YKhxGi,10+0,1504239006735.0,1504239535556.0
Mx9IWWIf,10+0,1504238403342.0,1504238948237.0
F3XHfuEh,10+0,1492322401971.0,1492323355367.0
ilal9hC5,5+5,1500213155013.0,1500213735859.0
EOBNZWg3,5+5,1494864070836.0,1494864561235.0
Gd74eolH,5+5,1494863752145.0,1494864050455.0
gjo8uAMJ,5+5,1476459373063.0,1476459694308.0
4sbn9OW7,5+5,1473579850116.0,1473580327400.0
wQesKlOv,5+5,1473579424447.0,1473579839780.0
crp0pFsT,8+0,1464449205718.0,1464449984488.0
ErEvcBVe,8+0,1464448619738.0,1464448876710.0
dn2wv90o,10+0,1462092162490.0,1462093046070.0
VTw8zBpR,10+0,1503128459775.0,1503128743892.0
ThtN70Dk,10+0,1503127841576.0,1503128386935.0
yCRY6Nv5,10+0,1503127710496.0,1503127835744.0
NFNJqH2J,10+0,1503127452138.0,1503127705076.0
IsNQztA1,10+0,1503127262841.0,1503127448083.0
wD5xLl4L,10+0,1503077235732.0,1503077823708.0
PqCW2eXt,10+0,1503076539559.0,1503077210677.0
ThKAFWVP,10+0,1502640743901.0,1502641471926.0
9HwEcaTe,10+0,1502640643120.0,1502640737000.0
dzw9nnrA,10+0,1502640193556.0,1502640637499.0
OZTVonxN,10+0,1502639837144.0,1502640166109.0
yrUMhVcZ,10+0,1502639166331.0,1502639817393.0
pHTvZrgH,10+0,1502638667949.0,1502639146497.0
HFffVCEe,10+0,1493924711881.0,1493925473306.0
PKXpG379,5+5,1482401911212.0,1482402462981.0
tCZGHc0i,5+5,1482398081362.0,1482398960399.0
FJPBq2Kd,12+8,1482392418574.0,1482393713456.0
So2I2eF4,5+8,1482391502400.0,1482391792343.0
oxabMJc4,40+0,1482391366270.0,1482391491223.0
5CGvpsqD,15+5,1496681716964.0,1496682015905.0
WEzpfM95,20+10,1491255309376.0,1491256181220.0
EzP4a52Q,8+8,1491255090922.0,1491255303240.0
CVpcAlRc,10+7,1491084617579.0,1491085238790.0
BJEfdM7Z,10+1,1491083603502.0,1491084585962.0
Rxobk8c7,8+0,1490896219618.0,1490896859299.0
5BWlSTJU,20+0,1490896101013.0,1490896196805.0
wL3PUnuU,10+5,1490820177604.0,1490821746362.0
M0sdS0xd,10+2,1490785798628.0,1490786549183.0
cPmKgWzw,15+0,1490015164058.0,1490016363000.0
mMezF6gD,10+5,1489930717509.0,1489931852776.0
9M0PDTE2,5+5,1489930552405.0,1489930707004.0
KPJotpfs,15+10,1489929717561.0,1489930523204.0
eND9QD6h,10+2,1489929146554.0,1489929424444.0
CDnnell0,20+0,1489873808141.0,1489874432414.0
sLcgDv4q,10+1,1489873643058.0,1489873759224.0
zKJ6qjh2,10+2,1489871699378.0,1489872970149.0
GcMw0dPn,20+10,1489870854284.0,1489871678576.0
c6YsThVV,20+2,1489848341757.0,1489850321754.0
QNpZOD3X,10+15,1489841526527.0,1489842116709.0
uXgS4wSy,10+5,1489841163668.0,1489841516236.0
oZrDwo1Q,9+10,1489840687060.0,1489840966750.0
5gwekLao,20+0,1489512628841.0,1489513744537.0
7WNdMS0o,15+0,1489511580124.0,1489512578946.0
mN2mkIIi,20+10,1489510238937.0,1489511442650.0
5R0OvEII,5+6,1489249631720.0,1489250325950.0
lFFjYL6D,15+1,1489249489489.0,1489249619338.0
ho0j8U9q,10+0,1489192219925.0,1489192920098.0
ZSdufEZx,15+2,1489191952013.0,1489192119975.0
J8HVJIOA,10+10,1489191420595.0,1489191943845.0
MKBeFAYu,15+1,1489139544022.0,1489140503019.0
zEwR3Vi5,15+8,1489014847267.0,1489015846355.0
iAdCyyDM,15+7,1489013753969.0,1489014161453.0
MyNBKqb1,16+0,1489012980164.0,1489013580422.0
sT6kqnqI,20+5,1489012485498.0,1489012964775.0
bjiBpTSw,30+0,1489011983136.0,1489012457682.0
2BmkY7I7,15+0,1488929650466.0,1488930151371.0
iEh5j0ut,12+2,1488928502836.0,1488929593751.0
dyf0MdIY,8+10,1488927463860.0,1488928440525.0
PlTgdOAy,15+6,1488927093390.0,1488927420047.0
PZy7Q5dZ,10+2,1488840766572.0,1488841258180.0
BkYjPOgQ,10+2,1488840520438.0,1488840707220.0
TyqWASwx,8+0,1488840010402.0,1488840422567.0
iYlMZPgv,14+1,1488744439406.0,1488745919933.0
KMkDjgc1,8+8,1488741802039.0,1488742309040.0
9taGYvtm,15+0,1488740551617.0,1488740807318.0
k4igp7gm,10+5,1488661286764.0,1488662354362.0
zYcOMumv,30+0,1488660009772.0,1488661231162.0
FTK1w6ca,15+0,1482601377463.0,1482602033206.0
aa8wrwYq,5+15,1503294895321.0,1503295453776.0
VBgWo7M9,10+5,1501684629203.0,1501684694067.0
QktgrSqg,10+5,1501683422324.0,1501684590059.0
JsSdxkOG,5+7,1500096412399.0,1500097000205.0
1co0TAj7,15+15,1489674570245.0,1489676759820.0
5QgWX8X4,15+10,1489440099159.0,1489441466206.0
exIUITe8,15+10,1489439304726.0,1489440096925.0
CFLhBIrk,12+4,1489430558247.0,1489431737971.0
cdkAllQe,15+10,1485522541756.0,1485525019265.0
oL0PYmZ9,15+15,1485703331666.0,1485704319287.0
4YpUlLYE,15+15,1485701096445.0,1485702380795.0
YpTcK3nj,15+15,1485700793124.0,1485700999568.0
g1VCinre,5+5,1485460634772.0,1485461549316.0
71wkYTM5,5+5,1485130110289.0,1485130918776.0
3onzupfi,5+5,1485102152058.0,1485103208970.0
LlB8jMg6,5+5,1485059802912.0,1485060823356.0
tcefYv74,5+5,1485058355055.0,1485058796414.0
bHBd6vtc,5+5,1485057418852.0,1485058218931.0
X8ykXx7n,5+5,1484857362240.0,1484858069418.0
18vY2TIQ,5+5,1484621120197.0,1484621966419.0
F4ECf8HX,5+5,1484619270723.0,1484620159605.0
6nvIsPDV,15+10,1485802153893.0,1485803826760.0
AiJsCNT3,25+2,1485796993267.0,1485799389534.0
LmprBKz4,10+2,1485663220225.0,1485664417982.0
r9ejdbjs,15+10,1485658190948.0,1485659945115.0
2Sm5QnMm,15+10,1485651481942.0,1485653460009.0
EdJ1mGWu,15+10,1485651122263.0,1485651387724.0
LLrbrute,15+10,1485650118525.0,1485651115946.0
ISYujqq4,15+10,1485641924934.0,1485643055935.0
eXZgZgwi,10+0,1485639392565.0,1485640228842.0
9E1SgFZK,15+10,1485545233746.0,1485546161341.0
ZXjwXxCx,25+0,1485545032397.0,1485545134688.0
UgQZzgHg,15+10,1485496220029.0,1485498647252.0
1CMrbWII,5+8,1485490056686.0,1485491435405.0
aan0lCgE,15+0,1485486939784.0,1485488239091.0
F1gPqpN4,15+0,1485486452127.0,1485486633411.0
EG0ljdQk,15+0,1485484146462.0,1485485685245.0
hjx8FroL,10+0,1485483535065.0,1485483695939.0
jtJwv4Nf,15+0,1485482274199.0,1485483172882.0
H7E4hWqv,40+10,1485481916938.0,1485482206691.0
9zedLmir,15+15,1485481244038.0,1485481613822.0
hbqcztwk,10+0,1485468512289.0,1485468992365.0
7O6Uuh0i,20+0,1485465827784.0,1485466970160.0
kPp3lx0a,20+0,1485465017600.0,1485465795301.0
7DgjMvPQ,20+0,1485464690265.0,1485464874746.0
ZhXMXZu8,20+0,1485460717570.0,1485462774995.0
nvw8PP4G,20+0,1485458930891.0,1485459582635.0
5WaYGUjv,10+0,1485458227405.0,1485458420645.0
tiHGrDbt,15+10,1485456411631.0,1485457568782.0
3HObSO6y,5+8,1485414740766.0,1485415546386.0
TmBFIrDI,5+5,1485412841690.0,1485413174480.0
9tDl0wdJ,10+5,1485410679960.0,1485411045072.0
FoFbRDek,8+0,1485403656282.0,1485404429238.0
yEmVT4Ff,15+10,1485400056811.0,1485401272789.0
I9DynYXT,15+10,1485389046647.0,1485389522490.0
5lUU79jk,15+10,1485388384350.0,1485389016411.0
5KirX4DB,15+10,1485383616583.0,1485385248508.0
1kJh8jCW,15+10,1485383251080.0,1485383516466.0
iih0VufD,15+10,1485379197206.0,1485381821380.0
6fzgRCRH,15+10,1485378662169.0,1485379051813.0
T96xFNoo,15+0,1497136035813.0,1497137443968.0
TWzc84Vl,15+0,1497135315257.0,1497135920863.0
rIP6VO5H,15+0,1497036281962.0,1497036735977.0
X4AEBO3E,15+0,1497036147931.0,1497036205792.0
xY7TJj5y,15+0,1497036004009.0,1497036077026.0
YSU9Y6Fk,10+0,1497019442174.0,1497020351906.0
V31qCSNv,15+15,1497016070393.0,1497017727049.0
oEu9sI95,15+15,1496941792935.0,1496943246222.0
g0G7wcHF,15+15,1496851289773.0,1496853704175.0
gtnN1zLt,15+15,1496850915913.0,1496851220823.0
okE8I29I,30+0,1482435442137.0,1482435955698.0
kU1BeuAH,15+15,1481913538579.0,1481914163593.0
5rHLM6Fj,45+45,1481686607261.0,1481692524041.0
7M76W023,45+45,1481685415398.0,1481686492146.0
zE0GG2nY,15+10,1481144995605.0,1481146623978.0
aIQSJjzw,30+0,1481143655903.0,1481144701646.0
mi9dVqTD,60+0,1479950947722.0,1479951338327.0
SelCJYPj,30+10,1479828231446.0,1479832142572.0
hoYeDMnS,40+10,1479742896218.0,1479744072346.0
0sRNt9oS,15+15,1503149616907.0,1503150952561.0
bUzxETNU,15+15,1503149132328.0,1503149578373.0
v9F8TSC8,15+15,1502044270960.0,1502045622774.0
sKkq0dBb,15+15,1501931899769.0,1501933844189.0
tsuvLqR4,15+15,1501875303883.0,1501877434325.0
4eGGUWBo,15+0,1482164638251.0,1482166051194.0
61yrykwO,15+1,1482089674894.0,1482089718825.0
GLmlb5eS,6+8,1482011827920.0,1482013058845.0
grL2ePDD,10+5,1482005506306.0,1482006050324.0
cZiGllu7,15+5,1481752529214.0,1481754975995.0
FopTwrop,30+10,1481574486375.0,1481577299746.0
SZeTxCU3,30+0,1481573727863.0,1481574315650.0
TykV2Mt0,15+0,1481481751659.0,1481483530034.0
kK5ZVjsf,30+0,1481479618325.0,1481481736144.0
o07fkEWd,30+0,1481463890681.0,1481465173202.0
TtXBEbGq,20+30,1481403155554.0,1481403438743.0
ZuRl6w1z,30+0,1481393679580.0,1481395688002.0
ztJ4UceB,15+4,1481312389671.0,1481314572184.0
3eaVnpFG,7+7,1498172052723.0,1498172207073.0
t4Wwcodg,10+0,1496652518819.0,1496653471084.0
ohmkqPPK,10+0,1496651858015.0,1496652461971.0
cki8lKFx,10+0,1496651150086.0,1496651800960.0
g2ZytTXv,10+0,1496650633512.0,1496651089050.0
3VdiT3Af,10+0,1496577464744.0,1496578291554.0
emPismKD,10+0,1496491905952.0,1496492161900.0
6R9oNrS0,10+0,1494949558201.0,1494950267802.0
GnqgUt3B,10+0,1481532059928.0,1481532311364.0
R67H6TZ9,10+5,1481507144985.0,1481507746282.0
wvjBCvaf,15+15,1480855722662.0,1480856617440.0
epUWbTEP,10+6,1480374298886.0,1480375451704.0
rkgikbR3,15+0,1480374222640.0,1480374279694.0
UeGL5Npt,15+0,1480373917885.0,1480374218171.0
yBjEi9Yi,10+0,1483093977196.0,1483094918982.0
fS9lOuHG,10+0,1481455835295.0,1481455911492.0
IsaRA9Iv,10+0,1481227262033.0,1481227438278.0
bDL1K1Pl,10+0,1481126274762.0,1481126790603.0
iVBjCQ3G,10+0,1481125782343.0,1481126265872.0
0AgJ5zCd,10+0,1481124364793.0,1481124645803.0
SZFctKpv,10+0,1498820847524.0,1498820859493.0
jxMzxk8b,10+0,1498190577271.0,1498190897784.0
FUXC8VIa,10+0,1498188806592.0,1498189970390.0
7WqOA0cr,10+0,1498187634012.0,1498188490558.0
bt5ULBym,10+0,1498187187681.0,1498187591311.0
gaj4pBkr,10+0,1497790587120.0,1497791526764.0
GNBLSaYn,10+0,1497789501057.0,1497790553979.0
aHxU6UPt,10+0,1497788966362.0,1497789433788.0
3lAiJcpM,10+0,1497778211177.0,1497779328219.0
ujwDMfSD,10+0,1497384580029.0,1497385523363.0
4HqiEPQW,10+0,1497384525400.0,1497385413289.0
KzpY4e55,10+0,1497373328085.0,1497374175220.0
2IZ9TPKv,10+0,1497373152206.0,1497373316286.0
lBOHR7mm,10+0,1488375412417.0,1488376096897.0
RPnO9Exf,10+0,1485459560503.0,1485460388784.0
9Ig5zjWo,10+0,1485458532680.0,1485459427028.0
pYHy2zOb,10+0,1485457469383.0,1485458003375.0
7LLHLS9P,10+0,1485372852461.0,1485373471472.0
6ttRDZPL,10+0,1485371606941.0,1485372809307.0
c0vK9sas,10+0,1485371288798.0,1485371571724.0
jT1WQKYr,10+0,1485348950458.0,1485349969777.0
qsbGT8q0,10+0,1485348601307.0,1485348947130.0
yTezA1Rw,10+0,1485348050683.0,1485348599455.0
H6IRJjQw,10+0,1485293113297.0,1485294350652.0
0arZqptN,10+0,1485291847725.0,1485293110920.0
DvoCZF7r,10+0,1481287198344.0,1481287781201.0
uk8Zyemb,10+0,1481226207223.0,1481226321546.0
TtjJoF4c,10+0,1481225602505.0,1481226160747.0
BjplwwJ1,10+0,1481225286257.0,1481225591868.0
tl53pFke,10+0,1481224635475.0,1481225264291.0
zikVxKD7,10+0,1481204189544.0,1481205340626.0
7pXKXH1T,10+0,1481117705629.0,1481118055594.0
wgqucrhE,10+0,1481117202544.0,1481117679450.0
PAoHx2p8,10+0,1481116567415.0,1481117087715.0
KRyjXjsx,10+0,1481116092401.0,1481116532331.0
y36W6Jzm,10+0,1481115663686.0,1481116044334.0
KCClkGmZ,10+0,1481114954098.0,1481115613252.0
hYmpoy5g,10+0,1481114674372.0,1481114929146.0
lqOkE5vK,10+0,1481114432298.0,1481114649496.0
lmh0GuUG,10+0,1481113882576.0,1481114394926.0
KefzuDyN,10+0,1481112856500.0,1481113792907.0
36Q6KvKr,10+0,1497323037997.0,1497324139801.0
Wy0JzxHU,7+2,1496861259960.0,1496862068136.0
eFgLPMPp,10+0,1496801458115.0,1496801864001.0
QycZv63Y,10+0,1496424775426.0,1496425501635.0
qt2sbfqA,10+0,1496424005643.0,1496424629016.0
ZmQMxHFt,10+0,1496423305526.0,1496423976867.0
xyJVLOev,10+0,1496421269391.0,1496421300567.0
c0VRAFQz,8+0,1488650725365.0,1488651692283.0
WoXGmMSk,5+8,1488650208992.0,1488650701179.0
XL0qQ3Z3,5+5,1485988021513.0,1485988939534.0
ztoVjv5e,15+10,1485733500149.0,1485735671264.0
hfrdFAJK,9+0,1482944599819.0,1482945039243.0
AfI69Hi1,5+5,1477534654869.0,1477535017897.0
5xnhQq2T,5+8,1477533744402.0,1477534139945.0
wz37PkPN,7+8,1477268962995.0,1477270630853.0
QtDsXGRd,10+3,1477268314578.0,1477268513592.0
jkcbQvhE,10+5,1477268085710.0,1477268309779.0
VcRPgzDt,8+7,1477267646199.0,1477268059736.0
lzJdapQf,10+0,1481538612266.0,1481539531651.0
uwgsMl1L,10+0,1481444697001.0,1481444983564.0
3RrZPA8T,10+0,1481443898296.0,1481444558986.0
p6AEqAlu,10+0,1481443672464.0,1481443856357.0
kB64D7rV,10+0,1481442565943.0,1481443515796.0
AEnf3ulA,10+0,1481359169632.0,1481360381839.0
JYCYzHP1,10+0,1481357321217.0,1481358523060.0
jGQvd3Wz,10+0,1504483353766.0,1504484622345.0
EjMwQdAs,10+0,1504391994139.0,1504392953171.0
yR0d7vCz,10+0,1504391503617.0,1504391985595.0
Vc9nBH5e,10+0,1504316612766.0,1504317149208.0
Xg0pELgT,10+0,1504135011936.0,1504135845679.0
7S7qEsYs,10+0,1504009129506.0,1504009950045.0
IY1pe9oi,10+0,1503968616166.0,1503969733517.0
HiEPU0Wz,10+0,1503842043576.0,1503842558303.0
gYrID8Ip,10+0,1503800781286.0,1503801800059.0
OSP5NuJW,10+0,1503789105761.0,1503789581507.0
9TQ2C0Dn,10+0,1503446638132.0,1503447487795.0
jxRrW6we,10+0,1503196975224.0,1503197430396.0
u6QZIOGs,10+0,1503165793369.0,1503166790590.0
LA0yEjVq,5+10,1502971743735.0,1502972636268.0
CwAL0pfB,5+5,1502901483405.0,1502902432164.0
caZPkXrU,10+0,1502762168390.0,1502762781282.0
KGu96y5q,10+0,1502754123039.0,1502755338950.0
bClicac9,5+5,1502711904904.0,1502712364329.0
L6wm8T10,5+5,1502711096962.0,1502711884462.0
sNarS95j,10+0,1502676680179.0,1502677844069.0
ivwNhndL,10+0,1502665108941.0,1502666094170.0
V46OrhKq,10+0,1502661556898.0,1502661797982.0
5806w6mh,10+0,1502657793300.0,1502658892971.0
fGHaofXX,10+0,1502625391081.0,1502625995286.0
fHYOOsoN,10+0,1502624818454.0,1502625359032.0
D5D0vrXC,10+0,1502590615529.0,1502591699302.0
TMyZynRK,10+0,1502571834670.0,1502573106365.0
B6F57DCg,10+0,1489800247674.0,1489801482397.0
cxqyX8Hn,10+0,1489789621625.0,1489790541776.0
5JpEFY5t,5+5,1489788131833.0,1489788944122.0
oU0xgYDW,5+5,1489787994510.0,1489788129744.0
mZNrSW4W,5+5,1489706206586.0,1489706988901.0
UsAKqNE4,5+5,1489705577375.0,1489706203716.0
EVY7fmtB,5+5,1489704971033.0,1489705575300.0
IrN53AMc,5+5,1489704127193.0,1489704963287.0
3r8AgEY5,5+5,1489703722269.0,1489704125624.0
YRFhcRdc,5+5,1489703306138.0,1489703719454.0
5LDkduNc,5+5,1489702314971.0,1489703303226.0
IYYfWeyD,15+5,1489695916268.0,1489698143478.0
GttxcyPB,15+0,1489695081173.0,1489695774810.0
r1FScz9q,25+3,1504371294302.0,1504372561194.0
3QRzzImU,25+3,1504369300231.0,1504370853299.0
apM8pgPm,25+3,1504315529119.0,1504317040435.0
Ox9I6BmR,25+3,1504313855116.0,1504315522969.0
kAOW8XTT,25+3,1504312384276.0,1504313850963.0
p1mTd0Qi,25+6,1504309258877.0,1504311465594.0
5iP5bjLf,10+0,1503797056725.0,1503798488881.0
sDtIwHRZ,10+0,1503795807961.0,1503797052273.0
IWYjUDTh,10+0,1503794379424.0,1503795795181.0
Y2p579TY,10+0,1503793287982.0,1503794360921.0
fQapPswB,10+0,1503791780720.0,1503793277085.0
qxjhBnVF,10+0,1503790965819.0,1503791753673.0
VbSxdjmh,15+3,1503787944103.0,1503789930587.0
CIWHv7fy,15+3,1503784991404.0,1503787909447.0
mGBTdZxl,10+10,1503720840165.0,1503723020439.0
OM6fHsgu,10+10,1503719897104.0,1503720833428.0
N8QyUsm0,10+10,1503718785918.0,1503719889264.0
Jh6tOw22,10+10,1503716252343.0,1503718777791.0
vrbm4otk,30+30,1503250462504.0,1503257582605.0
z74jFYPI,15+3,1503074606715.0,1503076511664.0
Pn7jaQ58,15+10,1502903839558.0,1502905318440.0
KstP51lN,25+3,1502900247429.0,1502903717483.0
Vc1j6vTJ,25+6,1502473889669.0,1502476447251.0
f6JJUSd1,25+6,1502326880925.0,1502328584610.0
dKR1aBzJ,25+6,1502325672017.0,1502326449938.0
f4KNTDib,30+10,1502230741315.0,1502233399004.0
KgGwoFhE,25+6,1502230529460.0,1502230577711.0
wHtLWVyy,25+6,1502065838112.0,1502067147470.0
GPpLSrzY,25+6,1501962531905.0,1501963956789.0
0xqD4Eu4,25+10,1501434075313.0,1501438187303.0
kS4XNPiB,25+5,1501342063950.0,1501344751476.0
vSg4Fpx0,25+5,1501339800755.0,1501340828730.0
S4cJcYqT,25+5,1501338149414.0,1501338405779.0
sU85LAWa,25+5,1501335545006.0,1501338012972.0
Zc2JT2hU,10+3,1501258123864.0,1501259257317.0
BlCnBbtx,10+3,1501257050170.0,1501258116893.0
J3agLiAH,15+3,1501092408242.0,1501093536673.0
h4C0Ywpo,25+6,1501088460436.0,1501092265390.0
HgBF7YJj,25+4,1500743017006.0,1500746341359.0
eUGHGWVy,10+0,1504168271314.0,1504168898546.0
nVUXuZ9g,10+0,1504167355992.0,1504168184139.0
46gjVdnR,10+0,1504167128414.0,1504167296296.0
dNWjM5QP,10+0,1504166860107.0,1504167066488.0
3gqlP5a4,10+0,1503749844358.0,1503750353898.0
K4kSlICC,10+0,1503304941318.0,1503305324650.0
uG9PZfhz,10+0,1503304498957.0,1503304913132.0
eK91Ivjo,10+0,1503304149807.0,1503304471651.0
cvbQJGkA,10+0,1503304028770.0,1503304088585.0
